"KRAJ","ORP","OBEC","BLOK","HLASYPROC"
"Plzeňský","Nepomuk","Klášter","opozice",32.88
"Středočeský","Mnichovo Hradiště","Klášter Hradiště nad Jizerou","opozice",45.45
"Ústecký","Kadaň","Klášterec nad Ohří","opozice",36.54
"Pardubický","Žamberk","Klášterec nad Orlicí","opozice",13.57
"Středočeský","Kolín","Klášterní Skalice","opozice",30.76
"Královéhradecký","Vrchlabí","Klášterská Lhota","opozice",27.78
"Vysočina","Telč","Klatovec","opozice",24.39
"Plzeňský","Klatovy","Klatovy","opozice",38.7
"Jihočeský","Třeboň","Klec","opozice",58.34
"Středočeský","Brandýs nad Labem-Stará Boleslav","Klecany","opozice",68.24
"Plzeňský","Domažlice","Klenčí pod Čerchovem","opozice",39.94
"Ústecký","Roudnice nad Labem","Kleneč","opozice",17.8
"Plzeňský","Klatovy","Klenová","opozice",40.48
"Jihočeský","Soběslav","Klenovice","opozice",59.6
"Olomoucký","Prostějov","Klenovice na Hané","opozice",25.84
"Jihomoravský","Mikulov","Klentnice","opozice",36.91
"Pardubický","Chrudim","Klešice","opozice",23.65
"Středočeský","Brandýs nad Labem-Stará Boleslav","Klíčany","opozice",55.81
"Moravskoslezský","Ostrava","Klimkovice","opozice",43
"Středočeský","Černošice","Klínec","opozice",64.26
"Ústecký","Litvínov","Klíny","opozice",33.93
"Jihomoravský","Hustopeče","Klobouky u Brna","opozice",37.4
"Středočeský","Slaný","Klobuky","opozice",29.86
"Olomoucký","Hranice","Klokočí","opozice",74.19
"Liberecký","Turnov","Klokočí","opozice",38.09
"Středočeský","Říčany","Klokočná","opozice",72.09
"Vysočina","Chotěboř","Klokočov","opozice",21.21
"Olomoucký","Mohelnice","Klopina","opozice",32.72
"Olomoucký","Prostějov","Klopotovice","opozice",41.25
"Středočeský","Sedlčany","Klučenice","opozice",44.52
"Středočeský","Český Brod","Klučov","opozice",47.44
"Vysočina","Třebíč","Klučov","opozice",41.44
"Středočeský","Čáslav","Kluky","opozice",27.38
"Středočeský","Mladá Boleslav","Kluky","opozice",62.5
"Jihočeský","Písek","Kluky","opozice",44.68
"Středočeský","Mělník","Kly","opozice",45.71
"Středočeský","Slaný","Kmetiněves","opozice",37.1
"Jihomoravský","Veselí nad Moravou","Kněždub","opozice",44.2
"Jihomoravský","Boskovice","Kněževes","opozice",53.22
"Středočeský","Černošice","Kněževes","opozice",51.17
"Středočeský","Rakovník","Kněževes","opozice",22.27
"Vysočina","Žďár nad Sázavou","Kněževes","opozice",63.49
"Pardubický","Chrudim","Kněžice","opozice",9.09
"Vysočina","Jihlava","Kněžice","opozice",46.75
"Středočeský","Poděbrady","Kněžice","opozice",41.47
"Středočeský","Poděbrady","Kněžičky","opozice",23.53
"Středočeský","Mnichovo Hradiště","Kněžmost","opozice",49.48
"Královéhradecký","Jičín","Kněžnice","opozice",33.33
"Zlínský","Uherské Hradiště","Kněžpole","opozice",42.53
"Jihomoravský","Boskovice","Knínice","opozice",49.58
"Vysočina","Telč","Knínice","opozice",71.02
"Středočeský","Sedlčany","Kňovice","opozice",57.57
"Středočeský","Slaný","Knovíz","opozice",39.42
"Vysočina","Havlíčkův Brod","Knyk","opozice",58.33
"Vysočina","Humpolec","Koberovice","opozice",19.35
"Liberecký","Železný Brod","Koberovy","opozice",60.58
"Moravskoslezský","Kravaře","Kobeřice","opozice",37.35
"Jihomoravský","Slavkov u Brna","Kobeřice u Brna","opozice",31.59
"Olomoucký","Jeseník","Kobylá nad Vidnavkou","opozice",36.51
"Jihomoravský","Hustopeče","Kobylí","opozice",45.17
"Královéhradecký","Nový Bydžov","Kobylice","opozice",20.31
"Středočeský","Kutná Hora","Kobylnice","opozice",46.27
"Středočeský","Mladá Boleslav","Kobylnice","opozice",45.62
"Jihomoravský","Šlapanice","Kobylnice","opozice",69.68
"Liberecký","Turnov","Kobyly","opozice",42.6
"Královéhradecký","Dvůr Králové nad Labem","Kocbeře","opozice",37.28
"Jihočeský","Blatná","Kocelovice","opozice",39.35
"Pardubický","Svitavy","Koclířov","opozice",15.2
"Pardubický","Chrudim","Kočí","opozice",21.5
"Plzeňský","Kralovice","Kočín","opozice",25.81
"Plzeňský","Tachov","Kočov","opozice",13.89
"Královéhradecký","Dvůr Králové nad Labem","Kohoutov","opozice",29.7
"Středočeský","Mladá Boleslav","Kochánky","opozice",39.01
"Vysočina","Havlíčkův Brod","Kochánov","opozice",40
"Vysočina","Moravské Budějovice","Kojatice","opozice",45.67
"Vysočina","Třebíč","Kojatín","opozice",60.47
"Jihomoravský","Bučovice","Kojátky","opozice",37.73
"Vysočina","Pelhřimov","Kojčice","opozice",41.81
"Středočeský","Neratovice","Kojetice","opozice",54.39
"Vysočina","Třebíč","Kojetice","opozice",26.11
"Vysočina","Havlíčkův Brod","Kojetín","opozice",41.68
"Olomoucký","Přerov","Kojetín","opozice",24.21
"Pardubický","Přelouč","Kojice","opozice",13.6
"Plzeňský","Stříbro","Kokašice","opozice",41.66
"Olomoucký","Přerov","Kokory","opozice",36.64
"Středočeský","Mělník","Kokořín","opozice",38.68
"Středočeský","Poděbrady","Kolaje","opozice",28.57
"Pardubický","Vysoké Mýto","Koldín","opozice",27.95
"Středočeský","Kladno","Koleč","opozice",37.69
"Středočeský","Rakovník","Kolešov","opozice",12.5
"Středočeský","Rakovník","Kolešovice","opozice",27.6
"Středočeský","Kolín","Kolín","opozice",47.68
"Plzeňský","Sušice","Kolinec","opozice",26
"Středočeský","Mladá Boleslav","Kolomuty","opozice",66.67
"Karlovarský","Karlovy Vary","Kolová","opozice",39.81
"Plzeňský","Domažlice","Koloveč","opozice",29.87
"Olomoucký","Zábřeh","Kolšov","opozice",38.63
"Zlínský","Bystřice pod Hostýnem","Komárno","opozice",52.88
"Středočeský","Hořovice","Komárov","opozice",37.43
"Moravskoslezský","Opava","Komárov","opozice",36.12
"Zlínský","Otrokovice","Komárov","opozice",43.37
"Jihočeský","Soběslav","Komárov","opozice",52.38
"Olomoucký","Šternberk","Komárov","opozice",32.3
"Vysočina","Moravské Budějovice","Komárovice","opozice",40.54
"Jihočeský","České Budějovice","Komařice","opozice",61.94
"Zlínský","Uherský Brod","Komňa","opozice",32.13
"Moravskoslezský","Třinec","Komorní Lhotka","opozice",35.51
"Vysočina","Humpolec","Komorovice","opozice",36.92
"Jihomoravský","Vyškov","Komořany","opozice",47.33
"Středočeský","Kolín","Konárovice","opozice",45.24
"Středočeský","Vlašim","Kondrac","opozice",50.31
"Královéhradecký","Jičín","Konecchlumí","opozice",39.31
"Středočeský","Beroun","Koněprusy","opozice",60.21
"Vysočina","Třebíč","Koněšín","opozice",42.76
"Středočeský","Brandýs nad Labem-Stará Boleslav","Konětopy","opozice",41.88
"Olomoucký","Konice","Konice","opozice",42.76
"Středočeský","Říčany","Konojedy","opozice",50
"Plzeňský","Stříbro","Konstantinovy Lázně","opozice",42.85
"Královéhradecký","Jičín","Kopidlno","opozice",22.72
"Plzeňský","Kralovice","Kopidlo","opozice",35.89
"Olomoucký","Šumperk","Kopřivná","opozice",24.39
"Moravskoslezský","Kopřivnice","Kopřivnice","opozice",42.26
"Středočeský","Dobříš","Korkyně","opozice",40.43
"Plzeňský","Rokycany","Kornatice","opozice",42.85
"Středočeský","Beroun","Korno","opozice",40
"Jihomoravský","Znojmo","Korolupy","opozice",21.28
"Pardubický","Polička","Korouhev","opozice",20.09
"Vysočina","Bystřice nad Pernštejnem","Koroužné","opozice",48.15
"Ústecký","Most","Korozluky","opozice",33.03
"Pardubický","Moravská Třebová","Koruna","opozice",17.65
"Zlínský","Kroměříž","Koryčany","opozice",29.43
"Plzeňský","Kralovice","Koryta","opozice",38.89
"Středočeský","Mnichovo Hradiště","Koryta","opozice",46.43
"Zlínský","Uherský Brod","Korytná","opozice",33.76
"Jihomoravský","Boskovice","Kořenec","opozice",45.54
"Středočeský","Kolín","Kořenice","opozice",33.13
"Liberecký","Tanvald","Kořenov","opozice",53.91
"Královéhradecký","Hradec Králové","Kosice","opozice",29.27
"Královéhradecký","Hradec Králové","Kosičky","opozice",34.52
"Středočeský","Mladá Boleslav","Kosmonosy","opozice",49.34
"Středočeský","Černošice","Kosoř","opozice",57.31
"Středočeský","Mladá Boleslav","Kosořice","opozice",39.2
"Pardubický","Vysoké Mýto","Kosořín","opozice",21.96
"Olomoucký","Zábřeh","Kosov","opozice",44.12
"Středočeský","Sedlčany","Kosova Hora","opozice",53.48
"Zlínský","Kroměříž","Kostelany","opozice",30.58
"Zlínský","Uherské Hradiště","Kostelany nad Moravou","opozice",49.59
"Královéhradecký","Jičín","Kostelec","opozice",73.69
"Vysočina","Jihlava","Kostelec","opozice",31.9
"Jihomoravský","Kyjov","Kostelec","opozice",53.36
"Plzeňský","Stříbro","Kostelec","opozice",20.9
"Olomoucký","Prostějov","Kostelec na Hané","opozice",42.79
"Středočeský","Říčany","Kostelec nad Černými lesy","opozice",53.07
"Středočeský","Neratovice","Kostelec nad Labem","opozice",51.06
"Královéhradecký","Kostelec nad Orlicí","Kostelec nad Orlicí","opozice",42.59
"Jihočeský","Milevsko","Kostelec nad Vltavou","opozice",51.84
"Pardubický","Chrudim","Kostelec u Heřmanova Městce","opozice",25
"Zlínský","Holešov","Kostelec u Holešova","opozice",32.27
"Středočeský","Říčany","Kostelec u Křížků","opozice",61.35
"Královéhradecký","Kostelec nad Orlicí","Kostelecké Horky","opozice",25
"Středočeský","Brandýs nad Labem-Stará Boleslav","Kostelní Hlavno","opozice",51.93
"Středočeský","Nymburk","Kostelní Lhota","opozice",57.04
"Vysočina","Telč","Kostelní Myslová","opozice",47.22
"Jihočeský","Jindřichův Hradec","Kostelní Radouň","opozice",50.43
"Jihočeský","Dačice","Kostelní Vydří","opozice",41.3
"Pardubický","Pardubice","Kostěnice","opozice",33.11
"Jihomoravský","Břeclav","Kostice","opozice",34.26
"Vysočina","Moravské Budějovice","Kostníky","opozice",43.08
"Středočeský","Nymburk","Kostomlátky","opozice",39.12
"Středočeský","Nymburk","Kostomlaty nad Labem","opozice",38.86
"Ústecký","Teplice","Kostomlaty pod Milešovkou","opozice",16.73
"Ústecký","Roudnice nad Labem","Kostomlaty pod Řípem","opozice",10.91
"Moravskoslezský","Třinec","Košařiska","opozice",38.75
"Středočeský","Mladá Boleslav","Košátky","opozice",44.23
"Vysočina","Pelhřimov","Košetice","opozice",35.29
"Středočeský","Kutná Hora","Košice","opozice",50
"Jihočeský","Tábor","Košice","opozice",56.27
"Středočeský","Nymburk","Košík","opozice",24.55
"Zlínský","Uherské Hradiště","Košíky","opozice",34
"Jihočeský","Tábor","Košín","opozice",51.43
"Liberecký","Semily","Košťálov","opozice",46.14
"Ústecký","Teplice","Košťany","opozice",15
"Ústecký","Louny","Koštice","opozice",20.59
"Středočeský","Příbram","Kotenčice","opozice",43.75
"Vysočina","Žďár nad Sázavou","Kotlasy","opozice",54.76
"Středočeský","Hořovice","Kotopeky","opozice",47.87
"Plzeňský","Stod","Kotovice","opozice",44.18
"Jihomoravský","Blansko","Kotvrdovice","opozice",47.58
"Středočeský","Lysá nad Labem","Kounice","opozice",51.07
"Královéhradecký","Dobruška","Kounov","opozice",44.45
"Středočeský","Rakovník","Kounov","opozice",23.73
"Středočeský","Příbram","Koupě","opozice",21.16
"Středočeský","Kolín","Kouřim","opozice",36.78
"Plzeňský","Domažlice","Kout na Šumavě","opozice",42.06
"Středočeský","Poděbrady","Kouty","opozice",38.23
"Vysočina","Světlá nad Sázavou","Kouty","opozice",60.47
"Vysočina","Třebíč","Kouty","opozice",58.56
"Královéhradecký","Jičín","Kovač","opozice",34.78
"Jihomoravský","Šlapanice","Kovalovice","opozice",72.87
"Olomoucký","Prostějov","Koválovice-Osíčany","opozice",27.55
"Středočeský","Mladá Boleslav","Kováň","opozice",30
"Středočeský","Mladá Boleslav","Kovanec","opozice",32.35
"Středočeský","Nymburk","Kovanice","opozice",44.24
"Jihočeský","Milevsko","Kovářov","opozice",50.29
"Ústecký","Kadaň","Kovářská","opozice",22.6
"Plzeňský","Horažďovice","Kovčín","opozice",62.5
"Jihomoravský","Boskovice","Kozárov","opozice",33.34
"Středočeský","Příbram","Kozárovice","opozice",22.8
"Vysočina","Třebíč","Kozlany","opozice",55.1
"Jihomoravský","Vyškov","Kozlany","opozice",26.54
"Vysočina","Jihlava","Kozlov","opozice",46.66
"Olomoucký","Olomouc","Kozlov","opozice",9.84
"Vysočina","Světlá nad Sázavou","Kozlov","opozice",45.72
"Vysočina","Velké Meziříčí","Kozlov","opozice",32.2
"Moravskoslezský","Frýdek-Místek","Kozlovice","opozice",38.86
"Plzeňský","Nepomuk","Kozlovice","opozice",38.23
"Liberecký","Česká Lípa","Kozly","opozice",19.29
"Ústecký","Louny","Kozly","opozice",8.33
"Středočeský","Benešov","Kozmice","opozice",45
"Moravskoslezský","Hlučín","Kozmice","opozice",34.68
"Královéhradecký","Jičín","Kozojedy","opozice",33.33
"Plzeňský","Kralovice","Kozojedy","opozice",40.34
"Středočeský","Rakovník","Kozojedy","opozice",31.43
"Středočeský","Říčany","Kozojedy","opozice",62.22
"Jihomoravský","Veselí nad Moravou","Kozojídky","opozice",52.46
"Plzeňský","Nýřany","Kozolupy","opozice",40.79
"Středočeský","Kralupy nad Vltavou","Kozomín","opozice",49.06
"Vysočina","Třebíč","Kožichovice","opozice",37.9
"Plzeňský","Kralovice","Kožlany","opozice",36.68
"Jihočeský","Písek","Kožlí","opozice",50
"Vysočina","Světlá nad Sázavou","Kožlí","opozice",28.31
"Olomoucký","Olomouc","Kožušany-Tážaly","opozice",39.07
"Jihomoravský","Bučovice","Kožušice","opozice",60
"Ústecký","Roudnice nad Labem","Krabčice","opozice",31.66
"Vysočina","Chotěboř","Kraborovice","opozice",48.57
"Vysočina","Telč","Krahulčí","opozice",40.13
"Vysočina","Třebíč","Krahulov","opozice",48.05
"Karlovarský","Sokolov","Krajková","opozice",22.67
"Jihočeský","Vodňany","Krajníčko","opozice",70
"Středočeský","Rakovník","Krakov","opozice",40
"Středočeský","Kolín","Krakovany","opozice",38.66
"Středočeský","Rakovník","Krakovec","opozice",26.67
"Olomoucký","Prostějov","Kralice na Hané","opozice",39.58
"Vysočina","Náměšť nad Oslavou","Kralice nad Oslavou","opozice",36.26
"Pardubický","Králíky","Králíky","opozice",14.6
"Královéhradecký","Nový Bydžov","Králíky","opozice",22.86
"Královéhradecký","Dobruška","Králova Lhota","opozice",41.49
"Jihočeský","Písek","Králova Lhota","opozice",27.54
"Královéhradecký","Trutnov","Královec","opozice",33.34
"Plzeňský","Kralovice","Kralovice","opozice",38.92
"Středočeský","Slaný","Královice","opozice",34.1
"Karlovarský","Sokolov","Královské Poříčí","opozice",17.94
"Středočeský","Kralupy nad Vltavou","Kralupy nad Vltavou","opozice",46.86
"Středočeský","Beroun","Králův Dvůr","opozice",59.99
"Vysočina","Náměšť nad Oslavou","Kramolín","opozice",38.88
"Plzeňský","Nepomuk","Kramolín","opozice",46
"Královéhradecký","Náchod","Kramolna","opozice",55.99
"Jihočeský","Strakonice","Kraselov","opozice",52
"Jihomoravský","Vyškov","Krásensko","opozice",56.29
"Pardubický","Lanškroun","Krasíkov","opozice",11.11
"Vysočina","Pelhřimov","Krasíkovice","opozice",28.8
"Karlovarský","Kraslice","Kraslice","opozice",15.63
"Karlovarský","Aš","Krásná","opozice",4.18
"Moravskoslezský","Frýdek-Místek","Krásná","opozice",36.58
"Vysočina","Havlíčkův Brod","Krásná Hora","opozice",35.29
"Středočeský","Sedlčany","Krásná Hora nad Vltavou","opozice",50.69
"Ústecký","Rumburk","Krásná Lípa","opozice",49.72
"Středočeský","Mladá Boleslav","Krásná Ves","opozice",26.79
"Pardubický","Chrudim","Krásné","opozice",14.9
"Vysočina","Nové Město na Moravě","Krásné","opozice",39.39
"Moravskoslezský","Ostrava","Krásné Pole","opozice",43.01
"Karlovarský","Karlovy Vary","Krásné Údolí","opozice",17.59
"Vysočina","Žďár nad Sázavou","Krásněves","opozice",45.24
"Karlovarský","Sokolov","Krásno","opozice",22.24
"Ústecký","Podbořany","Krásný Dvůr","opozice",26.14
"Liberecký","Frýdlant","Krásný Les","opozice",45.51
"Karlovarský","Ostrov","Krásný Les","opozice",23.76
"Vysočina","Telč","Krasonice","opozice",47.45
"Moravskoslezský","Krnov","Krasov","opozice",17.28
"Jihomoravský","Blansko","Krasová","opozice",48.47
"Jihočeský","Vodňany","Krašlovice","opozice",35.55
"Plzeňský","Nýřany","Krašovice","opozice",37.97
"Vysočina","Havlíčkův Brod","Krátká Ves","opozice",24.32
"Jihomoravský","Rosice","Kratochvilka","opozice",36.65
"Královéhradecký","Hradec Králové","Kratonohy","opozice",41.03
"Jihočeský","Tábor","Krátošice","opozice",36.37
"Jihočeský","Prachatice","Kratušín","opozice",83.33
"Liberecký","Česká Lípa","Kravaře","opozice",25.25
"Moravskoslezský","Kravaře","Kravaře","opozice",35.76
"Jihomoravský","Znojmo","Kravsko","opozice",42.95
"Olomoucký","Olomouc","Krčmaň","opozice",32
"Jihočeský","Strakonice","Krejnice","opozice",51.61
"Středočeský","Benešov","Krhanice","opozice",52.85
"Jihomoravský","Boskovice","Krhov","opozice",25.86
"Vysočina","Třebíč","Krhov","opozice",38
"Zlínský","Valašské Meziříčí","Krhová","opozice",43.8
"Jihomoravský","Znojmo","Krhovice","opozice",17.85
"Středočeský","Čáslav","Krchleby","opozice",45.22
"Královéhradecký","Kostelec nad Orlicí","Krchleby","opozice",42.42
"Olomoucký","Mohelnice","Krchleby","opozice",47.83
"Středočeský","Nymburk","Krchleby","opozice",23.84
"Moravskoslezský","Frýdek-Místek","Krmelín","opozice",45.68
